molregno	level5	level1_description	level2_description	level3_description	level4_description
6643	N06AB05	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Selective serotonin reuptake inhibitors
6706	M01AH05	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Coxibs
6723	R02AD02	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Anesthetics, local
6723	S02DA01	SENSORY ORGANS	OTOLOGICALS	OTHER OTOLOGICALS	Analgesics and anesthetics
6723	C05AD01	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Local anesthetics
6723	N01BB02	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Amides
6723	D04AB01	DERMATOLOGICALS	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	Anesthetics for topical use
6723	C01BB01	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class Ib
6723	S01HA07	SENSORY ORGANS	OPHTHALMOLOGICALS	LOCAL ANESTHETICS	Local anesthetics
6723	N01BB52	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Amides
6772	A02BX03	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
6883	N01BB57	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Amides
6883	N01BB07	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Amides
6902	A06AH04	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Peripheral opioid receptor antagonists
6902	V03AB15	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
6914	G03XC01	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	Selective estrogen receptor modulators
6968	L02BA01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Anti-estrogens
7065	N04BC01	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Dopamine agonists
7065	G02CB01	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	OTHER GYNECOLOGICALS	Prolactine inhibitors
7494	B01AC11	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
7501	L01XX17	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
7714	N05AX08	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Other antipsychotics
7725	S01GX51	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Other antiallergics
7725	R01AC51	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Antiallergic agents, excl. corticosteroids
7725	D11AH03	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Agents for dermatitis, excluding corticosteroids
7725	S01GX01	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Other antiallergics
7725	R01AC01	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Antiallergic agents, excl. corticosteroids
7725	R03BC01	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Antiallergic agents, excl. corticosteroids
7725	A07EB01	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFLAMMATORY AGENTS	Antiallergic agents, excl. corticosteroids
7736	A03FA01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	PROPULSIVES	Propulsives
8062	L01CD01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Taxanes
8130	C01EA01	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	OTHER CARDIAC PREPARATIONS	Prostaglandins
8130	G04BE01	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs used in erectile dysfunction
8167	D08AE01	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Phenol and derivatives
8193	D09AA10	DERMATOLOGICALS	MEDICATED DRESSINGS	MEDICATED DRESSINGS	Medicated dressings with antiinfectives
8193	S02AA05	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
8193	D08AH30	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Quinoline derivatives
8193	G01AC02	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Quinoline derivatives
8193	P01AA52	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Hydroxyquinoline derivatives
8193	P01AA02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Hydroxyquinoline derivatives
8209	N06AX22	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
8516	A10BB02	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Sulfonylureas
8531	S01ED51	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Beta blocking agents 1)
8531	S01ED01	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Beta blocking agents 1)
8531	C07AA06	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, non-selective
8543	C07AA03	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, non-selective
8633	L01XA01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Platinum compounds
8788	C02DB02	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON	Hydrazinophthalazine derivatives
8873	A07AA07	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Antibiotics
8873	J02AA01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Antibiotics
8873	G01AA03	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
8873	A01AB04	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Antiinfectives and antiseptics for local oral treatment
8917	A01AB09	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Antiinfectives and antiseptics for local oral treatment
8917	J02AB01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Imidazole derivatives
8917	D01AC52	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Imidazole and triazole derivatives
8917	D01AC02	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Imidazole and triazole derivatives
8917	A07AC01	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Imidazole derivatives
8917	S02AA13	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
8917	G01AF04	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Imidazole derivatives
9277	V03AB19	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
9277	S01EB05	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Parasympathomimetics
9333	N06DA01	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTI-DEMENTIA DRUGS	Anticholinesterases
9372	N06DA02	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTI-DEMENTIA DRUGS	Anticholinesterases
9495	C10AA02	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	HMG CoA reductase inhibitors
9913	M02AA05	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
9913	R02AX03	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Other throat preparations
9913	G02CC03	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	OTHER GYNECOLOGICALS	Antiinflammatory products for vaginal administration
9913	M01AX07	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Other antiinflammatory and antirheumatic agents, non-steroids
9913	A01AD02	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Other agents for local oral treatment
10009	M02AX03	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Other topical products for joint and muscular pain
10009	G04BX13	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Other urologicals
10358	R06AB54	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Substituted alkylamines
10358	R06AB04	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Substituted alkylamines
10389	P01BA03	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Aminoquinolines
10531	M01AG04	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Fenamates
10531	M02AA18	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
10661	R06AC01	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Substituted ethylene diamines
10661	D04AA02	DERMATOLOGICALS	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	Antihistamines for topical use
10813	N05AE03	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Indole derivatives
10840	L01AD01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Nitrosoureas
10898	L01AD02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Nitrosoureas
11002	L01AA02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ALKYLATING AGENTS	Nitrogen mustard analogues
11005	R06AX02	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
11066	C01CE01	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Phosphodiesterase inhibitors
11143	C01BA03	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class Ia
11265	C01BA04	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class Ia
11305	L01XX38	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
11474	J01MA03	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Fluoroquinolones
11674	M02AA13	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
11674	M01AE51	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Propionic acid derivatives
11674	M01AE01	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Propionic acid derivatives
11674	G02CC01	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	OTHER GYNECOLOGICALS	Antiinflammatory products for vaginal administration
11674	C01EB16	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	OTHER CARDIAC PREPARATIONS	Other cardiac preparations
11674	R02AX02	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Other throat preparations
11715	N05CD03	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine derivatives
11745	N05CD02	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine derivatives
11775	C01CA10	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Adrenergic and dopaminergic agents
11819	N01AX10	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, GENERAL	Other general anesthetics
11968	M01AC01	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Oxicams
11968	S01BC06	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Antiinflammatory agents, non-steroids
11968	M02AA07	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
12105	J01DD07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
12417	M02AA01	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
12417	M01AA01	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Butylpyrazolidines
12428	J01FA10	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Macrolides
12428	S01AA26	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
12465	J01CA11	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
12494	N04BC02	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	DOPAMINERGIC AGENTS	Dopamine agonists
12506	J01FA01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Macrolides
12506	S01AA17	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
12506	D10AF02	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
12506	D10AF52	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
12608	C01BD05	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class III
12825	G03DA04	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	PROGESTOGENS	Pregnen (4) derivatives
12890	R06AE06	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Piperazine derivatives
12957	R06AX17	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
12957	S01GX08	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Other antiallergics
13048	L01XE04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
13329	D11AX11	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
13342	G01AD02	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Organic acids
13342	S02AA10	SENSORY ORGANS	OTOLOGICALS	ANTIINFECTIVES	Antiinfectives
13372	D02BA01	DERMATOLOGICALS	EMOLLIENTS AND PROTECTIVES	PROTECTIVES AGAINST UV-RADIATION	Protectives against UV-radiation for topical use
13456	C05BB05	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	ANTIVARICOSE THERAPY	Sclerosing agents for local injection
13456	R02AA19	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Antiseptics
13456	N01BX03	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Other local anesthetics
13456	D08AE03	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Phenol and derivatives
13474	D11AX06	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
13494	A01AB18	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Antiinfectives and antiseptics for local oral treatment
13494	G01AF02	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Imidazole derivatives
13494	D01AC01	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Imidazole and triazole derivatives
13590	L01DC03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	Other cytotoxic antibiotics
13618	V03AZ01	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Nerve depressants
13618	D08AX08	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Other antiseptics and disinfectants
13618	V03AB16	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
13756	C07AA02	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, non-selective
13758	D01AC15	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Imidazole and triazole derivatives
13758	J02AC01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Triazole derivatives
13928	D10BA01	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE	Retinoids for treatment of acne
13928	D10AD54	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Retinoids for topical use in acne
13928	D10AD04	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Retinoids for topical use in acne
13949	N05AX14	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Other antipsychotics
14125	G02AD02	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	UTEROTONICS	Prostaglandins
14126	N07AA01	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	PARASYMPATHOMIMETICS	Anticholinesterases
14126	S01EB06	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Parasympathomimetics
14126	N07AA51	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	PARASYMPATHOMIMETICS	Anticholinesterases
14263	N06AX18	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
14367	N06AB04	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Selective serotonin reuptake inhibitors
14406	S01EB51	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Parasympathomimetics
14406	S01EB01	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Parasympathomimetics
14406	N07AX01	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	PARASYMPATHOMIMETICS	Other parasympathomimetics
14440	M04AC01	MUSCULO-SKELETAL SYSTEM	ANTIGOUT PREPARATIONS	ANTIGOUT PREPARATIONS	Preparations with no effect on uric acid metabolism
14785	L01XE03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
14805	L01XE07	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
14882	N05AD02	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Butyrophenone derivatives
15086	N03AF01	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Carboxamide derivatives
15191	G04BE04	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs used in erectile dysfunction
15217	N03AG01	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Fatty acid derivatives
15371	J01MA05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Fluoroquinolones
15890	P01CA02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS	Nitroimidazole derivatives
15938	V03AC01	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Iron chelating agents
15958	C01BB02	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class Ib
15990	C10AX01	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Other lipid modifying agents
16088	A08AX01	ALIMENTARY TRACT AND METABOLISM	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS	Other antiobesity drugs
16225	N06AX04	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Other antidepressants
16278	S01AE04	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Fluoroquinolones
16278	J01MA07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Fluoroquinolones
16303	D01BA01	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR SYSTEMIC USE	Antifungals for systemic use
16303	D01AA08	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Antibiotics
