Original drug name	chembl_id	molregno	Original synonyms	Fu	PMID	inchi_key	SMILES
ROLAPITANT	CHEMBL3707331	2039302		0.002	PMID30115648	FIVSJYGQAIEMOC-ZGNKEGEESA-N	C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)c4ccccc4
ROMIDEPSIN	CHEMBL343448	246935		0.07	PMID30115648	OHRURASPPZQGQM-GCCNXGTGSA-N	C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
ROPINIROLE	CHEMBL589	19316		0.6	PMID30115648	UHSKFQJFRQCDBE-UHFFFAOYSA-N	N1C(Cc2c1cccc2CCN(CCC)CCC)=O
ROPIVACAINE	CHEMBL1077896	618203		0.06	PMID30115648	ZKMNUMMKYBVTFN-HNNXBMFYSA-N	CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C
ROSIGLITAZONE	CHEMBL121	20027		0.002	PMID30115648	YASAKCUCGLMORW-UHFFFAOYSA-N	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3
ROSUVASTATIN	CHEMBL1496	418845		0.12	PMID30115648	BPRHUIZQVSMCRT-VEUZHWNKSA-N	CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C
ROTIGOTINE	CHEMBL1303	258371		0.08	PMID30115648	KFQYTPMOWPVWEJ-INIZCTEOSA-N	c12c(CC[C@@H](C1)[N@@](CCc1cccs1)CCC)c(ccc2)O
SAQUINAVIR	CHEMBL114	17169		0.027999999999999997	PMID30115648	QWAXKHKRTORLEM-UGJKXSETSA-N	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4
SILDENAFIL	CHEMBL192	410802		0.04	PMID30115648	BNRNXUUZRGQAQC-UHFFFAOYSA-N	c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC
SILODOSIN	CHEMBL24778	33307		0.05	PMID30115648	PNCPYILNMDWPEY-QGZVFWFLSA-N	C(O)CCN1c2c(cc(C[C@H](NCCOc3c(cccc3)OCC(F)(F)F)C)cc2CC1)C(=O)N
SITAGLIPTIN	CHEMBL1422	363589		0.62	PMID30115648	MFFMDFFZMYYVKS-SECBINFHSA-N	N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F
SOLIFENACIN	CHEMBL1734	561914		0.02	PMID30115648	FBOUYBDGKBSUES-VXKWHMMOSA-N	O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5
SOTALOL	CHEMBL471	5528		0.62	PMID30115648	ZBMZVLHSJCTVON-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1
SPARFLOXACIN	CHEMBL850	65351		0.55	PMID30115648	DZZWHBIBMUVIIW-DTORHVGOSA-N	C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
STAVUDINE	CHEMBL991	107119		1.0	PMID30115648	XNKLLVCARDGLGL-JGVFFNPUSA-N	CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
STREPTOMYCIN	CHEMBL372795	334866		0.65	PMID30115648	UCSJYZPVAKXKNQ-HZYVHMACSA-N	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O
SUFENTANIL	CHEMBL658	27638		0.0749999999999999	PMID30115648	GGCSSNBKKAUURC-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2
SULFADIAZINE	CHEMBL439	2131		0.44	PMID30115648	SEEPANYCNGTZFQ-UHFFFAOYSA-N	Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2
SULFAMETHOXAZOLE	CHEMBL443	2247		0.23	PMID30115648	JLKIGFTWXXRPMT-UHFFFAOYSA-N	Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1
SULFASALAZINE	CHEMBL421	1223		0.004	PMID30115648	NCEXYHBECQHGNR-QZQOTICOSA-N	c1(S(Nc2ccccn2)(=O)=O)ccc(\N=N\c2cc(c(O)cc2)C(O)=O)cc1
SULFINPYRAZONE	CHEMBL832	60232		0.017	PMID30115648	MBGGBVCUIVRRBF-UHFFFAOYSA-N	O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4
SULFISOXAZOLE	CHEMBL453	2484		0.079	PMID30115648	NHUHCSRWZMLRLA-UHFFFAOYSA-N	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
SUMATRIPTAN	CHEMBL128	27111		0.83	PMID30115648	KQKPFRSPSRPDEB-UHFFFAOYSA-N	CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
SUPROFEN	CHEMBL956	93117		0.006	PMID30115648	MDKGKXOCJGEUJW-UHFFFAOYSA-N	CC(C(=O)O)c1ccc(cc1)C(=O)c2cccs2
SUVOREXANT	CHEMBL1083659	630322		0.05	PMID30115648	JYTNQNCOQXFQPK-MRXNPFEDSA-N	Cc1ccc(c(c1)C(=O)N2CCN(CC[C@H]2C)c3nc4cc(ccc4o3)Cl)n5nccn5
TACRINE	CHEMBL95	9333		0.25	PMID30115648	YLJREFDVOIBQDA-UHFFFAOYSA-N	Nc1c2CCCCc2nc3ccccc13
TAMSULOSIN	CHEMBL836	61181		0.01	PMID30115648	DRHKJLXJIQTDTD-OAHLLOKOSA-N	CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N
TEDIZOLID	CHEMBL1257051	706046		0.11	PMID30115648	XFALPSLJIHVRKE-GFCCVEGCSA-N	Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4C[C@@H](OC4=O)CO
TEGASEROD	CHEMBL76370	122247		0.02	PMID30115648	IKBKZGMPCYNSLU-RGVLZGJSSA-N	CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12
TELAVANCIN	CHEMBL507870	497165		0.07	PMID30115648	ONUMZHGUFYIKPM-MXNFEBESSA-N	CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(=O)O)c9cc(O)c(CNCP(=O)(O)O)c(O)c9c%10cc7ccc%10O)O[C@@H](C)[C@H]1O
TELITHROMYCIN	CHEMBL1136	171587		0.41	PMID30115648	LJVAJPDWBABPEJ-PNUFFHFMSA-N	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC
TELMISARTAN	CHEMBL1017	116949		0.004	PMID30115648	RMMXLENWKUUMAY-UHFFFAOYSA-N	CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C
TENIPOSIDE	CHEMBL452231	453046		0.0044	PMID30115648	NRUKOCRGYNPUPR-QBPJDGROSA-N	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27
TENOXICAM	CHEMBL302795	112102		0.0085	PMID30115648	LZNWYQJJBLGYLT-UHFFFAOYSA-N	CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3
TERAZOSIN	CHEMBL611	23093		0.08	PMID30115648	VCKUSRYTPJJLNI-UHFFFAOYSA-N	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4
TERBUTALINE	CHEMBL1760	583322		0.75	PMID30115648	XWTYSIMOBUGWOL-UHFFFAOYSA-N	CC(C)(C)NCC(O)c1cc(O)cc(O)c1
TERIFLUNOMIDE	CHEMBL973	96107		0.01	PMID30115648	UTNUDOFZCWSZMS-YFHOEESVSA-N	c1c(ccc(c1)C(F)(F)F)NC(=O)/C(=C(/C)O)C#N
TERODILINE	CHEMBL363295	308699		0.08	PMID30115648	UISARWKNNNHPGI-UHFFFAOYSA-N	CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C
TESTOSTERONE	CHEMBL386630	364520		0.057	PMID30115648	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	[C@@H]12[C@@H]([C@@]3(C(=CC(=O)CC3)CC2)C)CC[C@]2([C@H]1CC[C@@H]2O)C
TETRACYCLINE	CHEMBL1440	373985		0.78	PMID30115648	OFVLGDICTFRJMM-WESIUVDSSA-N	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
TETRAHYDROCANNABINOL, D9-	CHEMBL465	4496		0.05	PMID30115648	CYQFCXCEBYINGO-IAGOWNOFSA-N	CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1
THALIDOMIDE	CHEMBL468	5028		0.4	PMID30115648	UEJJHQNACJXSKW-UHFFFAOYSA-N	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
THEOPHYLLINE	CHEMBL190	381693		0.61	PMID30115648	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	CN1C(=O)N(C)c2[nH]cnc2C1=O
THIOPENTAL	CHEMBL441	2166		0.14	PMID30115648	IUJDSEJGGMCXSG-UHFFFAOYSA-N	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
THIOTEPA	CHEMBL671	28310		0.9	PMID30115648	FOCVUCIESVLUNU-UHFFFAOYSA-N	S=P(N1CC1)(N2CC2)N3CC3
TIAGABINE	CHEMBL1027	122170		0.04	PMID30115648	PBJUNZJWGZTSKL-MRXNPFEDSA-N	Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C
TICARCILLIN	CHEMBL1449	378225		0.55	PMID30115648	OHKOGUYZJXTSFX-KZFFXBSXSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
TIGECYCLINE	CHEMBL376140	373970		0.2	PMID30115648	FPZLLRFZJZRHSY-HJYUBDRYSA-N	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
TILUDRONATE	CHEMBL1350	299299		0.1	PMID30115648	DKJJVAGXPKPDRL-UHFFFAOYSA-N	c1cc(ccc1Cl)SC(P(O)(O)=O)P(O)(O)=O
TIMOLOL	CHEMBL499	8531		0.9	PMID30115648	BLJRIMJGRPQVNF-JTQLQIEISA-N	CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2
TINIDAZOLE	CHEMBL1220	222633		0.8	PMID30115648	HJLSLZFTEKNLFI-UHFFFAOYSA-N	CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O
TIROFIBAN	CHEMBL916	82721		0.36	PMID30115648	COKMIXFXJJXBQG-NRFANRHFSA-N	CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
TIZANIDINE	CHEMBL1079	140117		0.7	PMID30115648	XFYDIVBRZNQMJC-UHFFFAOYSA-N	Clc1ccc2nsnc2c1NC3=NCCN3
TOBRAMYCIN	CHEMBL1747	577488		1.0	PMID30115648	NLVFBUXFDBBNBW-PBSUHMDJSA-N	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
TOCAINIDE	CHEMBL1762	583520		0.87	PMID30115648	BUJAGSGYPOAWEI-UHFFFAOYSA-N	CC(N)C(=O)Nc1c(C)cccc1C
TOFACITINIB	CHEMBL221959	367860		0.6	PMID30115648	UJLAWZDWDVHWOW-YPMHNXCESA-N	[C@@H]1([C@H](CN(CC1)C(=O)CC#N)N(c1ncnc2[nH]ccc12)C)C
TOLBUTAMIDE	CHEMBL782	46726		0.05	PMID30115648	JLRGJRBPOGGCBT-UHFFFAOYSA-N	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
TOLCAPONE	CHEMBL1324	267825		0.0011999999999999901	PMID30115648	MIQPIUSUKVNLNT-UHFFFAOYSA-N	Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)N(=O)=O
TOLFENAMIC ACID	CHEMBL121626	199490		0.003	PMID30115648	YEZNLOUZAIOMLT-UHFFFAOYSA-N	c1ccc(c(c1Nc1ccccc1C(=O)O)C)Cl
TOLTERODINE	CHEMBL1382	321964		0.0369999999999999	PMID30115648	OOGJQPCLVADCPB-HXUWFJFHSA-N	CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C
TOPIRAMATE	CHEMBL220492	366279		0.72	PMID30115648	KJADKKWYZYXHBB-XBWDGYHZSA-N	[C@]12([C@H]([C@H]3[C@@H](CO2)OC(O3)(C)C)OC(O1)(C)C)COS(=O)(=O)N
TOPOTECAN	CHEMBL84	7501		0.65	PMID30115648	UCFGDBYHRUNTLO-QHCPKHFHSA-N	CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O
TORSEMIDE	CHEMBL1148	180329		0.01	PMID30115648	NGBFQHCMQULJNZ-UHFFFAOYSA-N	CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2
TRABECTEDIN	CHEMBL450449	493099		0.06	PMID30115648	PKVRCIRHQMSYJX-AIFWHQITSA-N	COc1cc2c(CCN[C@]23CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@@H](COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O
TRAMETINIB	CHEMBL2103875	1376145		0.03	PMID30115648	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
TRANEXAMIC ACID	CHEMBL877	73547		0.97	PMID30115648	GYDJEQRTZSCIOI-LJGSYFOKSA-N	NC[C@@H]1CC[C@H](CC1)C(=O)O
TRAZODONE	CHEMBL621	26401		0.08	PMID30115648	PHLBKPHSAVXXEF-UHFFFAOYSA-N	Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
TRIAMCINOLONE ACETONIDE	CHEMBL1504	419622		0.2	PMID30115648	YNDXUCZADRHECN-JNQJZLCISA-N	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
TRIAMTERENE	CHEMBL585	17411		0.42	PMID30115648	FNYLWPVRPXGIIP-UHFFFAOYSA-N	Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3
TRIAZOLAM	CHEMBL646	27419		0.1	PMID30115648	JOFWLTCLBGQGBO-UHFFFAOYSA-N	Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12
TRIMETHOPRIM	CHEMBL22	1216		0.5	PMID30115648	IEDVJHCEMCRBQM-UHFFFAOYSA-N	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
TRIMETREXATE	CHEMBL119	19101		0.05	PMID30115648	NOYPYLRCIDNJJB-UHFFFAOYSA-N	COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
TRIMIPRAMINE	CHEMBL644	27385		0.0509999999999999	PMID30115648	ZSCDBOWYZJWBIY-UHFFFAOYSA-N	CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
TROVAFLOXACIN	CHEMBL428	1616		0.24	PMID30115648	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F
TUBOCURARINE	CHEMBL339427	203627		0.58	PMID30115648	JFJZZMVDLULRGK-URLMMPGGSA-O	COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4
UMECLIDINIUM	CHEMBL1187833	661783		0.11	PMID30115648	FVTWTVQXNAJTQP-UHFFFAOYSA-N	c1ccc(cc1)COCC[N+]23CCC(CC2)(CC3)C(c4ccccc4)(c5ccccc5)O
VABORBACTAM	CHEMBL3317857	1782496		0.67	PMID30115648	IOOWNWLVCOUUEX-WPRPVWTQSA-N	B1([C@H](CC[C@H](O1)CC(=O)O)NC(=O)Cc2cccs2)O
VALBENAZINE	CHEMBL2364639	1540511		0.01	PMID30115648	GEJDGVNQKABXKG-CFKGEZKQSA-N	CC(C)C[C@@H]1CN2CCc3cc(c(cc3[C@H]2C[C@H]1OC(=O)[C@H](C(C)C)N)OC)OC
VALDECOXIB	CHEMBL865	67010		0.02	PMID30115648	LNPDTQAFDNKSHK-UHFFFAOYSA-N	o1nc(c(c1C)c1ccc(cc1)S(=O)(=O)N)c1ccccc1
VALPROIC ACID	CHEMBL109	15217		0.08	PMID30115648	NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(=O)O
VALSARTAN	CHEMBL1069	139045		0.04	PMID30115648	ACWBQPMHZXGDFX-QFIPXVFZSA-N	CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O
VANCOMYCIN	CHEMBL262777	70140		0.7	PMID30115648	MYPYJXKWCTUITO-LYRMYLQWSA-N	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@H](NC6=O)C(=O)O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2
VARDENAFIL	CHEMBL1520	421326		0.05	PMID30115648	SECKRCOLJRRGGV-UHFFFAOYSA-N	CCCc1nc(C)c2C(=O)NC(=Nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4
VECURONIUM BROMIDE	CHEMBL1201219	675170		0.25	PMID30115648	BGSZAXLLHYERSY-XQIGCQGXSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6
VENLAFAXINE	CHEMBL637	27278		0.73	PMID30115648	PNVNVHUZROJLTJ-UHFFFAOYSA-N	COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
VERAPAMIL	CHEMBL6966	1219		0.0929999999999999	PMID30115648	SGTNSNPWRIOYBX-UHFFFAOYSA-N	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
VILANTEROL	CHEMBL1198857	672807		0.06	PMID30115648	DAFYYTQWSAWIGS-DEOSSOPVSA-N	c1cc(c(c(c1)Cl)COCCOCCCCCCNC[C@@H](c2ccc(c(c2)CO)O)O)Cl
VILAZODONE	CHEMBL439849	312971		0.03	PMID30115648	SGEGOXDYSFKCPT-UHFFFAOYSA-N	"C1CN(CCN1CCCCc1c[nH]c2c1cc(cc2)C#N)c1cc2c(cc1)oc(c2)C(=O)N	"
VINBLASTINE	CHEMBL159	71516		0.14	PMID30115648	JXLYSJRDGCGARV-CFWMRBGOSA-N	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1
VINORELBINE	CHEMBL553025	560078		0.87	PMID30115648	GBABOYUKABKIAF-IELIFDKJSA-N	CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC
VINPOCETINE	CHEMBL71752	110947		0.02	PMID30115648	DDNCQMVWWZOMLN-IRLDBZIGSA-N	[C@@H]12c3n4c5c(c3CCN2CCC[C@]1(C=C4C(=O)OCC)CC)cccc5
VISMODEGIB	CHEMBL473417	460092		0.01	PMID30115648	BPQMGSKTAYIVFO-UHFFFAOYSA-N	n1ccccc1c1c(ccc(c1)NC(=O)c1c(cc(cc1)S(=O)(=O)C)Cl)Cl
VORAPAXAR	CHEMBL493982	486977		0.01	PMID30115648	ZBGXUVOIWDMMJE-QHNZEKIYSA-N	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\c4ccc(cn4)c5cccc(F)c5
VORICONAZOLE	CHEMBL638	27308		0.42	PMID30115648	BCEHBSKCWLPMDN-MGPLVRAMSA-N	C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F
VORINOSTAT	CHEMBL98	11305		0.29	PMID30115648	WAEXFXRVDQXREF-UHFFFAOYSA-N	ONC(=O)CCCCCCC(=O)Nc1ccccc1
VORTIOXETINE	CHEMBL2104993	1377263		0.02	PMID30115648	YQNWZWMKLDQSAC-UHFFFAOYSA-N	CC1=CC=C(SC2=C(C=CC=C2)N2CCNCC2)C(C)=C1
WARFARIN	CHEMBL1464	394165		0.0149999999999999	PMID30115648	PJVWKTKQMONHTI-UHFFFAOYSA-N	CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3
XAMOTEROL	CHEMBL75753	122859		0.97	PMID30115648	DXPOSRCHIDYWHW-UHFFFAOYSA-N	OC(CNCCNC(=O)N1CCOCC1)COc2ccc(O)cc2
ZALCITABINE	CHEMBL853	65494		0.96	PMID30115648	WREGKURFCTUGRC-POYBYMJQSA-N	NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2
ZALEPLON	CHEMBL1521	421332		0.4	PMID30115648	HUNXMJYCHXQEGX-UHFFFAOYSA-N	CCN(C(=O)C)c1cccc(c1)c2ccnc3c(cnn23)C#N
ZANAMIVIR	CHEMBL222813	373806		0.86	PMID30115648	ARAIBEBZBOPLMB-UFGQHTETSA-N	CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
ZIDOVUDINE	CHEMBL129	27307		0.8	PMID30115648	HBOMLICNUCNMMY-XLPZGREQSA-N	CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
ZIPRASIDONE	CHEMBL708	33664		0.0011999999999999901	PMID30115648	MVWVFYHBGMAFLY-UHFFFAOYSA-N	Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45
ZOLEDRONIC ACID	CHEMBL924	83838		0.78	PMID30115648	XRASPMIURGNCCH-UHFFFAOYSA-N	OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O
ZOLMITRIPTAN	CHEMBL1185	196215		0.75	PMID30115648	ULSDMUVEXKOYBU-ZDUSSCGKSA-N	CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
ZOLPIDEM	CHEMBL911	80965		0.08	PMID30115648	ZAFYATHCZYHLPB-UHFFFAOYSA-N	CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3
ZOPICLONE	CHEMBL135400	224263		0.2	PMID30115648	GBBSUAFBMRNDJC-UHFFFAOYSA-N	CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
AMPHOTERICIN B	CHEMBL267345	8873		0.03	PMID30115648	APKFDSVGJQXUKY-UYNBOLSMSA-N	[H]N([H])[C@@H]1[C@@H]([C@@H](O[C@@H]2C[C@H]3[C@H](C(=O)O[H])[C@H](C[C@@](C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@@H](C)[C@H](C)[C@@H]([C@@H](C)C=CC=CC=CC=CC=CC=CC=C2)O[H])O[H])O[H])O[H])O[H])O[H])(O[H])O3)O[H])O[C@H](C)[C@H]1O[H])O[H]
BUPRENORPHINE	CHEMBL511142	446784		0.04	PMID30115648	RMRJXGBAOAMLHD-IHFGGWKQSA-N	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56
CARBOPLATIN	CHEMBL1351	300022		1.0	PMID30115648		N[Pt+2]1(N)[O-]C(=O)C2(CCC2)C(=O)[O-]1
CEFONICID	CHEMBL1601	454514		0.02	PMID30115648	DYAIAHUQIPBDIP-NORZTCDRSA-N	N12[C@@H]([C@@H](NC([C@@H](c3ccccc3)O)=O)C2=O)SCC(=C1C(O)=O)CSc1n(nnn1)CS(O)(=O)=O
CEFOTETAN	CHEMBL474579	458729		0.15	PMID30115648	SRZNHPXWXCNNDU-RHBCBLIFSA-N	CO[C@]1(NC(=O)C2SC(=C(C(=O)N)C(=O)O)S2)[C@H]3SCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C
FENOPROFEN	CHEMBL1297	255534		0.02	PMID30115648	RDJGLLICXDHJDY-LLVKDONJSA-N	C([C@@H](c1cc(Oc2ccccc2)ccc1)C)(=O)O
FULVESTRANT	CHEMBL1358	304798		0.01	PMID30115648	VWUXBMIQPBEWFH-IRRIJOERSA-N	[H]Oc1ccc2c(C[C@H](CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2O[H])c1
GENTAMICIN	CHEMBL3039597	1592408		1.0	PMID30115648	XUFIWSHGXVLULG-IDLVJFIQSA-N	CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CC[C@H]3N)[C@@H](C)N)[C@@H]2O)OC[C@]1(C)O
