Original drug name	Original synonyms	Fu	PMID	inchi_key	SMILES
Maxipost		0.0038	PMID30115648	ULYONBAOIMCNEH-HNNXBMFYSA-N	COc1ccc(Cl)cc1[C@]2(F)C(=O)Nc3cc(ccc23)C(F)(F)F
Mazapertine		0.0109999999999999	PMID30115648	ZKZFPRUSWCYSGT-UHFFFAOYSA-N	CC(C)Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(N1CCCCC1)=O
Mebendazole		0.0859999999999999	PMID30115648	OPXLLQIJSORQAM-UHFFFAOYSA-N	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3
Melagatran		0.93	PMID30115648	DKWNMCUOEDMMIN-PKOBYXMFSA-N	NC(=N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C3CCCCC3)cc1
Melatonin		0.39	PMID30115648	DRLFMBDRBRZALE-UHFFFAOYSA-N	c12c([nH]cc1CCNC(C)=O)ccc(c2)OC
Meloxicam		0.003	PMID30115648	ZRVUJXDFFKFLMG-UHFFFAOYSA-N	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3
Melphalan		0.14	PMID30115648	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O
Meperidine		0.42	PMID30115648	XADCESSVHJOZHK-UHFFFAOYSA-N	CCOC(=O)C1(CCN(C)CC1)c2ccccc2
Mepindolol		0.51	PMID30115648	NXWGWUVGUSFQJC-UHFFFAOYSA-N	Cc1cc2c([nH]1)cccc2OCC(CNC(C)C)O
Mepivacaine		0.3	PMID30115648	INWLQCZOYSRPNW-UHFFFAOYSA-N	CN1CCCCC1C(=O)Nc2c(C)cccc2C
Meprobamate		1.0	PMID30115648	NPPQSCRMBWNHMW-UHFFFAOYSA-N	CCCC(C)(COC(=O)N)COC(=O)N
Meptazinol		0.73	PMID30115648	JLICHNCFTLFZJN-UHFFFAOYSA-N	CCC1(CCCCN(C)C1)c2cccc(O)c2
Mercaptopurine, 6-		0.85	PMID30115648	GLVAUDGFNGKCSF-UHFFFAOYSA-N	S=C1NC=Nc2[nH]cnc12
Meropenem		0.87	PMID30115648	DMJNNHOOLUXYBV-PQTSNVLCSA-N	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N(C)C
Metaproterenol		0.9	PMID30115648	LMOINURANNBYCM-UHFFFAOYSA-N	CC(C)NCC(c1cc(cc(c1)O)O)O
Metformin		1.0	PMID30115648	XZWYZXLIPXDOLR-UHFFFAOYSA-N	CN(C)C(=N)NC(=N)N
Methadone		0.21	PMID30115648	USSIQXCVUWKGNF-UHFFFAOYSA-N	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
Methamphetamine		0.85	PMID30115648	MYWUZJCMWCOHBA-VIFPVBQESA-N	CN[C@@H](C)Cc1ccccc1
Methicillin		0.43	PMID30115648	RJQXTJLFIWVMTO-TYNCELHUSA-N	COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O
Methohexital		0.27	PMID30115648	NZXKDOXHBHYTKP-UHFFFAOYSA-N	CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O
Methotrexate		0.37	PMID30115648	FBOZXECLQNJBKD-ZDUSSCGKSA-N	CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
Methoxypsoralen,8-		0.09	PMID30115648	QXKHYNVANLEOEG-UHFFFAOYSA-N	COc1c2c(ccc(=O)o2)cc3c1occ3
Methyldopa		0.85	PMID30115648	CJCSPKMFHVPWAR-JTQLQIEISA-N	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
Methylnaltrexone		0.87	PMID30115648	JVLBPIPGETUEET-GAAHOAFPSA-O	C[N+]1(CC2CC2)CC[C@]34[C@H]5Oc6c(O)ccc(C[C@@H]1[C@]3(O)CCC5=O)c46
Methylphenidate		0.85	PMID30115648	DUGOZIWVEXMGBE-UHFFFAOYSA-N	COC(=O)C(C1CCCCN1)c2ccccc2
Methylprednisolone		0.23	PMID30115648	VHRSUDSXCMQTMA-PJHHCJLFSA-N	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14
Metoclopramide		0.6	PMID30115648	TTWJBBZEZQICBI-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
Metocurine		0.65	PMID30115648	JFXBEKISTKFVAB-AJQTZOPKSA-N	COc1ccc2C[C@@H]3c4c(CC[N+]3(C)C)cc(OC)c(OC)c4Oc5ccc(C[C@H]6c7cc(Oc1c2)c(OC)cc7CC[N+]6(C)C)cc5
Metolazone		0.05	PMID30115648	AQCHWTWZEMGIFD-UHFFFAOYSA-N	CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N
Metoprolol		0.88	PMID30115648	IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1
Metrizoate		1.0	PMID30115648	GGGDNPWHMNJRFN-UHFFFAOYSA-N	CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
Metronidazole		0.96	PMID30115648	VAOCPAMSLUNLGC-UHFFFAOYSA-N	Cc1ncc(N(=O)=O)n1CCO
Mexiletine		0.36	PMID30115648	VLPIATFUUWWMKC-UHFFFAOYSA-N	CC(N)COc1c(C)cccc1C
Mezlocillin		0.7	PMID30115648	YPBATNHYBCGSSN-VWPFQQQWSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O
Mianserin		0.05	PMID30115648	UEQUQVLFIPOEMF-GOSISDBHSA-N	N12[C@@H](c3c(cccc3)Cc3c1cccc3)C[N@@](C)CC2
Mibefradil		0.005	PMID30115648	HBNPJJILLOYFJU-VMPREFPWSA-N	COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C
Micafungin		0.0023	PMID30115648	PIEUQSKUWLMALL-LXWXBMNESA-N	CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)C(NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(OS(=O)(=O)O)c7)[C@H](O)CC(=O)N
Miconazole		0.08	PMID30115648	BYBLEWFAAKGYCD-UHFFFAOYSA-N	c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl
Midazolam		0.017	PMID30115648	DDLIGBOFAVUZHB-UHFFFAOYSA-N	Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12
Midodrine		0.7	PMID30115648	PTKSEFOSCHHMPD-SNVBAGLBSA-N	c1(c(ccc(c1)OC)OC)[C@@H](CNC(CN)=O)O
Mifepristone		0.02	PMID30115648	VKHAHZOOUSRJNA-GCNJZUOMSA-N	C1=2[C@H]([C@H]3[C@]([C@@](C#CC)(O)CC3)(C)C[C@@H]1c1ccc(N(C)C)cc1)CCC=1C2CCC(C1)=O
Miglitol		1.0	PMID30115648	IBAQFPQHRJAVAV-ULAWRXDQSA-N	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Milnacipran		0.87	PMID30115648	GJJFMKBJSRMPLA-HIFRSBDPSA-N	C1[C@@H]([C@@]1(C(=O)N(CC)CC)c1ccccc1)CN
Milrinone		0.035	PMID30115648	PZRHRDRVRGEVNW-UHFFFAOYSA-N	CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
Minocycline		0.005	PMID30115648	DYKFCLLONBREIL-KVUCHLLUSA-N	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
Minoxidil		1.0	PMID30115648	ZFMITUMMTDLWHR-UHFFFAOYSA-N	c1(N2CCCCC2)cc(n(=O)c(n1)N)N
Mipomersen		0.05	PMID30115648	TZRFSLHOCZEXCC-HIVFKXHNSA-A	Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])S[C@H]3C[C@@H](O[C@@H]3COP(=O)([O-])S[C@H]4C[C@@H](O[C@@H]4COP(=O)([O-])S[C@H]5C[C@@H](O[C@@H]5COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(=O)[nH]c1=O)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cc(c(nc1=O)N)C)COP(=O)([O-])S[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)n1cnc2c1nc([nH]c2=O)N)CO)n1cnc2c1ncnc2N)n1cnc2c1nc([nH]c2=O)N)n1cc(c(=O)[nH]c1=O)C)n1cc(c(nc1=O)N)C)n1cc(c(=O)[nH]c1=O)C)n1cnc2c1nc([nH]c2=O)N)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(=O)[nH]c1=O)C)SP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)n1cc(c(nc1=O)N)C)SP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cnc2c1nc([nH]c2=O)N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cnc2c1ncnc2N)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)SP(=O)([O-])OC[C@H]1[C@@H]([C@@H]([C@H](O1)n1cc(c(nc1=O)N)C)OCCOC)O
Mirabegron		0.29	PMID30115648	PBAPPPCECJKMCM-IBGZPJMESA-N	O=C(Cc1csc(N)n1)Nc3ccc(CCNC[C@H](O)c2ccccc2)cc3
Mirtazapine		0.15	PMID30115648	RONZAEMNMFQXRA-UHFFFAOYSA-N	CN1CCN2C(C1)c3ccccc3Cc4cccnc24
Mitoxantrone		0.25	PMID30115648	KKZJGLLVHKMTCM-UHFFFAOYSA-N	OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
Mivacurium	cis/cis	0.7	PMID30115648	ILVYCEVXHALBSC-BUHFOSPRSA-N	COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4C3Cc5cc(OC)c(OC)c(OC)c5)C(Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC
Moclobemide		0.77	PMID30115648	YHXISWVBGDMDLQ-UHFFFAOYSA-N	Clc1ccc(cc1)C(=O)NCCN2CCOCC2
Moexipril 		0.12	PMID30115648	UWWDHYUMIORJTA-HSQYWUDLSA-N	C(c1ccccc1)C[C@H](N[C@H](C(N1Cc2c(C[C@H]1C(O)=O)cc(OC)c(c2)OC)=O)C)C(OCC)=O
Molsidomine		1.0	PMID30115648		[n+]1(N2CCOCC2)cc([NH-]C(OCC)=O)on1
Mometasone Furoate		0.01	PMID30115648	WOFMFGQZHJDGCX-CLWZPKSSSA-N	C(c1ccco1)(=O)O[C@]1([C@@]2([C@H]([C@@H]3[C@]([C@@]4(C(=CC(=O)C=C4)CC3)C)(Cl)[C@H](C2)O)C[C@H]1C)C)C(CCl)=O
Montelukast		0.002	PMID30115648	UCHDWCPVSPXUMX-TZIWLTJVSA-N	CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3
Morphine		0.65	PMID30115648	BQJCRHHNABKAKU-KBQPJGBKSA-N	CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
Morphine-6-Glucuronide		0.67	PMID30115648	GNJCUHZOSOYIEC-GAROZEBRSA-N	CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(=O)O)c35
Moxalactam		0.39	PMID30115648	JWCSIUVGFCSJCK-LIUKBUMOSA-N	CO[C@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C
Moxifloxacin		0.6	PMID30115648	FABPRXSRWADJSP-MEDUHNTESA-N	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
Moxonidine		0.93	PMID30115648	WPNJAUFVNXKLIM-UHFFFAOYSA-N	COc1nc(C)nc(Cl)c1NC2=NCCN2
Mycophenolic acid		0.02	PMID30115648	HPNSFSBZBAHARI-RUDMXATFSA-N	c12c(c(c(C\C=C(\CCC(O)=O)C)c(c1C)OC)O)C(=O)OC2
Nadolol		0.14	PMID30115648	VWPOSFSPZNDTMJ-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12
Nafarelin		0.19	PMID30115648	RWHUEXWOYVBUCI-AIUSQOHQSA-N	c1(c2c(cccc2)[nH]c1)C[C@@H](NC([C@@H](Cc1c[nH]cn1)NC([C@@H]1CCC(N1)=O)=O)=O)C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](Cc1cc2c(cccc2)cc1)C(N[C@@H](C(N[C@@H](C(N1[C@@H](CCC1)C(NCC(N)=O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)=O)=O)CO)=O
Nafcillin		0.13	PMID30115648	GPXLMGHLHQJAGZ-JTDSTZFVSA-N	CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
Naftopidil		0.008	PMID30115648	HRRBJVNMSRJFHQ-HXUWFJFHSA-N	c1ccc2ccccc2c1OC[C@@H](CN1CCN(CC1)c1c(cccc1)OC)O
Nalbuphine		0.5	PMID30115648	NETZHAKZCGBWSS-CEDHKZHLSA-N	O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45
Nalmefene		0.65	PMID30115648	WJBLNOPPDWQMCH-MBPVOVBZSA-N	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=C)CC[C@@]36O
Naloxone		0.54	PMID30115648	UZHSEJADLWPNLE-GRGSLBFTSA-N	Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
Naltrexone		0.79	PMID30115648	DQCKKXVULJGBQN-XFWGSAIBSA-N	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O
Naphtidrofuryl oxalate		0.2	PMID30115648	KBAFPSLPKGSANY-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C(Cc1cccc2c1cccc2)CC3CCCO3
Naproxen		0.002	PMID30115648	CMWTZPSULFXXJA-VIFPVBQESA-N	C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O
Napsagatran		0.55	PMID30115648	BYDKEYCXCIVOOV-JTSKRJEESA-N	NC(=N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C4CC4)C1
Naratriptan		0.7	PMID30115648	AMKVXSZCKVJAGH-UHFFFAOYSA-N	CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
Nateglinide		0.029	PMID30115648	OELFLUMRDSZNSF-BRWVUGGUSA-N	CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O
Nebivolol		0.02	PMID30115648	KOHIRBRYDXPAMZ-YHDSQAASSA-N	O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3
Nedaplatin		0.84	PMID30115648	FTQAYWMSXGTTEX-UHFFFAOYSA-M	O1[Pt](OC(=O)C1)(N)
Nedocromil		0.11	PMID30115648	RQTOOFIXOKYGAN-UHFFFAOYSA-N	c12c(c3c(c(cc(o3)C(O)=O)=O)cc1c(cc(n2CC)C(O)=O)=O)CCC
Nefazodone		0.01	PMID30115648	VRBKIVRKKCLPHA-UHFFFAOYSA-N	CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4
Nelarabine		0.8	PMID30115648	IXOXBSCIXZEQEQ-UHTZMRCNSA-N	COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O
Nemonoxacin		0.84	PMID30115648	AVPQPGFLVZTJOR-RYUDHWBXSA-N	C(C(=C(N1C2CC2)C(=C2N(C[C@](C[C@]3([H])C)(N)[H])C3)OC)C=C2)(C(=C1)C(O)=O)=O
Netilmicin		1.0	PMID30115648	CIDUJQMULVCIBT-MQDUPKMGSA-N	CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O
Netupitant		0.003	PMID30115648	WAXQNWCZJDTGBU-UHFFFAOYSA-N	Cc1ccccc1c2cc(ncc2N(C)C(=O)C(C)(C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C
Nevirapine		0.32	PMID30115648	NQDJXKOVJZTUJA-UHFFFAOYSA-N	Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12
Nicardipine		0.01	PMID30115648	ZBBHBTPTTSWHBA-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OCCN(C)Cc3ccccc3)C
Nicorandil		0.76	PMID30115648	LBHIOVVIQHSOQN-UHFFFAOYSA-N	c1(C(NCCO[N+](=O)[O-])=O)cccnc1
Nicotine		0.95	PMID30115648	SNICXCGAKADSCV-JTQLQIEISA-N	CN1CCC[C@H]1c2cccnc2
Nifedipine		0.0439999999999999	PMID30115648	HYIMSNHJOBLJNT-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C
Nifekalant		0.09	PMID30115648	OEBPANQZQGQPHF-UHFFFAOYSA-N	n1(c(=O)n(c(=O)cc1NCC[N@@](CCCc1ccc(cc1)[N+](=O)[O-])CCO)C)C
Nimodipine		0.016	PMID30115648	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC(C)C)C
Nintedanib		0.02	PMID30115648	XZXHXSATPCNXJR-ZIADKAODSA-N	CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5
Nisoldipine		0.003	PMID30115648	VKQFCGNPDRICFG-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OCC(C)C)C
Nitrazepam		0.13	PMID30115648	KJONHKAYOJNZEC-UHFFFAOYSA-N	O=C1CN=C(c2ccccc2)c3cc(ccc3N1)N(=O)=O
Nitrendipine		0.02	PMID30115648	PVHUJELLJLJGLN-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C
Nitrofurantoin		0.17	PMID30115648	NXFQHRVNIOXGAQ-YCRREMRBSA-N	O=C1CN(\N=C\c2oc(cc2)N(=O)=O)C(=O)N1
Nitroglycerin		0.4	PMID30115648	SNIOPGDIGTZGOP-UHFFFAOYSA-N	C(CO[N+](=O)[O-])(CO[N+](=O)[O-])O[N+](=O)[O-]
Nizatidine		0.65	PMID30115648	SGXXNSQHWDMGGP-IZZDOVSWSA-N	CN\C(=C/N(=O)=O)\NCCSCc1csc(CN(C)C)n1
NK 611		0.0129999999999999	PMID30115648	ZKSNZYLCOXUJIR-UHFFFAOYSA-N	COc1cc(cc(OC)c1O)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4N(C)C)c6cc7OCOc7cc26
Nomifensine		0.4	PMID30115648	XXPANQJNYNUNES-UHFFFAOYSA-N	CN1CC(c2ccccc2)c3cccc(N)c3C1
Norfloxacine		0.13	PMID30115648	OGJPXUAPXNRGGI-UHFFFAOYSA-N	c12c(c(=O)c(cn1CC)C(=O)O)cc(c(c2)N1CCNCC1)F
Nortriptyline		0.12	PMID30115648	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	CNCCC=C1c2ccccc2CCc3ccccc13
Octreotide		0.35	PMID30115648	DEQANNDTNATYII-UHFFFAOYSA-N	CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CNC3=C2C=CC=C3)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1
Ofloxacin		0.75	PMID30115648	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
Oleandomycin		0.4	PMID30115648	RZPAKFUAFGMUPI-DDSISPHDSA-N	[H]O[C@H]1[C@H](C)O[C@@H](C[C@@H]1OC)O[C@@H]1[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H]([C@@H](C)C([C@]2(C[C@H](C)[C@@H]([C@H]1C)O[C@@H]1[C@@H]([C@@H](C[C@H](C)O1)N(C)C)O[H])CO2)=O)O[H]
Olodaterol		0.4	PMID30115648	COUYJEVMBVSIHV-SFHVURJKSA-N	O=C(N1)COC2=C1C=C(O)C=C2[C@@H](O)CNC(C)(CC3=CC=C(OC)C=C3)C
Olsalazine		0.01	PMID30115648	QQBDLJCYGRGAKP-UHFFFAOYSA-N	OC(=O)c1cc(ccc1O)N=Nc2ccc(O)c(c2)C(=O)O
Ombitasvir		0.001	PMID30115648	PIDFDZJZLOTZTM-KHVQSSSXSA-N	CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc2ccc(cc2)[C@@H]3CC[C@H](N3c4ccc(cc4)C(C)(C)C)c5ccc(cc5)NC(=O)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC
Omeprazole		0.05	PMID30115648	SUBDBMMJDZJVOS-UHFFFAOYSA-N	COc1ccc2[nH]c(nc2c1)S(=O)Cc3ncc(C)c(OC)c3C
Ondansetron		0.27	PMID30115648	FELGMEQIXOGIFQ-UHFFFAOYSA-N	Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C
OR-1896		0.4	PMID30115648	GDZXNMWZXLDEKG-MRVPVSSYSA-N	[H]N(C(C)=O)c1ccc(cc1)C1[C@H](C)CC(N([H])N=1)=O
Oritavancin		0.13	PMID30115648	VHFGEBVPHAGQPI-LXKZPTCJSA-N	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O[C@H]6C[C@](C)(N)[C@@H](O)[C@H](C)O6)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c8ccc(O)c(c8)c9c(O)cc(O)cc9[C@H](NC7=O)C(=O)O)c3O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O[C@H]%11C[C@](C)(NCc%12ccc(cc%12)c%13ccc(Cl)cc%13)[C@@H](O)[C@H](C)O%11)c(Cl)c2
Ornidazole		0.88	PMID30115648	IPWKIXLWTCNBKN-ZCFIWIBFSA-N	"n1(c(cnc1C)[N+](=O)[O-])C[C@@H](CCl)O
"
Oseltamivir acid		0.97	PMID30115648	NENPYTRHICXVCS-YNEHKIRRSA-N	CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(=O)C)C(=O)O
Oxacillin		0.07	PMID30115648	UWYHMGVUTGAWSP-JKIFEVAISA-N	Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O
Oxaliplatin		0.13	PMID30115648		C1CC[C@H]2[C@H](C1)N[Pt+2]3(N2)[O-]C(=O)C(=O)[O-]3
Oxazepam		0.04	PMID30115648	ADIMAYPTOBDMTL-UHFFFAOYSA-N	OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
Oxprenolol		0.19	PMID30115648	CEMAWMOMDPGJMB-CYBMUJFWSA-N	c1(c(cccc1)OC[C@@H](CNC(C)C)O)OCC=C
Oxybutynin		0.00339999999999999	PMID30115648	XIQVNETUBQGFHX-UHFFFAOYSA-N	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
Oxycodone		0.55	PMID30115648	BRUQQQPBMZOVGD-XFKAJCMBSA-N	COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
Oxytetracycline		0.9	PMID30115648	IWVCMVBTMGNXQD-PXOLEDIWSA-N	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
Paclitaxel		0.12	PMID30115648	RCINICONZNJXQF-MZXODVADSA-N	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C
Paeoniflorin		0.77	PMID30115648	YKRGDOXKVOZESV-JINDGFQISA-N	O1[C@@H](O[C@@]23[C@@]4([C@@H]([C@@]5(C[C@@]2(C)O[C@@H]4O5)O)C3)COC(=O)c2ccccc2)[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
Paliperidone		0.24	PMID30115648	PMXMIIMHBWHSKN-UHFFFAOYSA-N	Cc1c(c(=O)n2c(n1)C(CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F
Palonosetron		0.38	PMID30115648	CPZBLNMUGSZIPR-NVXWUHKLSA-N	O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5
Pamidronic acid	Pamidronate	0.7	PMID30115648	WRUUGTRCQOWXEG-UHFFFAOYSA-N	C(P(O)(O)=O)(P(O)(O)=O)(CCN)O
